2026-04-18T00:00:00.032208+00:00 | Renegades Of Funk | Rage Against The Machine | source:amperwave-api
2026-04-18T08:39:41.059493+00:00 | Down In A Hole | Alice In Chains | source:amperwave-api
2026-04-18T08:40:30.844975+00:00 | Down In A Hole | Alice In Chains | source:amperwave-api
2026-04-18T08:41:07.894006+00:00 | Down In A Hole | Alice In Chains | source:amperwave-api
2026-04-18T08:41:43.643929+00:00 | Down In A Hole | Alice In Chains | source:amperwave-api
2026-04-18T08:42:32.971633+00:00 | Down In A Hole | Alice In Chains | source:amperwave-api
2026-04-18T08:43:09.324443+00:00 | Down In A Hole | Alice In Chains | source:amperwave-api
2026-04-18T08:43:45.111838+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-18T08:44:31.244598+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-18T08:45:07.175417+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-18T08:45:42.459766+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-18T08:46:26.493378+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-18T08:47:05.562234+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-18T08:47:40.729577+00:00 | Livin On The Edge | Aerosmith | source:amperwave-api
2026-04-18T08:48:16.020425+00:00 | Livin On The Edge | Aerosmith | source:amperwave-api
2026-04-18T08:48:50.876669+00:00 | Livin On The Edge | Aerosmith | source:amperwave-api
2026-04-18T08:49:26.261496+00:00 | Livin On The Edge | Aerosmith | source:amperwave-api
2026-04-18T08:50:01.607587+00:00 | Livin On The Edge | Aerosmith | source:amperwave-api
2026-04-18T08:50:37.231186+00:00 | Livin On The Edge | Aerosmith | source:amperwave-api
2026-04-18T08:51:13.588703+00:00 | Livin On The Edge | Aerosmith | source:amperwave-api
2026-04-18T08:51:48.700338+00:00 | Aint No Rest For The Wicked | Cage The Elephant | source:amperwave-api
2026-04-18T08:52:24.539039+00:00 | Aint No Rest For The Wicked | Cage The Elephant | source:amperwave-api
2026-04-18T08:52:59.632788+00:00 | Aint No Rest For The Wicked | Cage The Elephant | source:amperwave-api
2026-04-18T08:53:34.740471+00:00 | Aint No Rest For The Wicked | Cage The Elephant | source:amperwave-api
2026-04-18T08:54:10.215317+00:00 | Aint No Rest For The Wicked | Cage The Elephant | source:amperwave-api
2026-04-18T08:54:46.583389+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-18T08:55:29.557030+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-18T08:56:06.297122+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-18T08:56:42.196350+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-18T08:57:25.951408+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-18T08:58:02.377039+00:00 | When Legends Rise (Live) | Godsmack | source:amperwave-api
2026-04-18T08:58:38.784029+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T08:59:38.657975+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:00:14.144330+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:00:49.187986+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:01:40.868950+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:02:21.457910+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:02:56.932104+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:03:42.260403+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:04:19.711987+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:04:57.203698+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:05:42.296129+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:06:19.045917+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:06:54.765194+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:07:30.908746+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:08:06.807333+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:08:43.037363+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:09:18.267737+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:09:53.840463+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:10:29.064211+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:11:04.120577+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:11:39.791456+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:12:16.060588+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:12:51.789276+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:13:28.343157+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:14:25.888156+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:15:06.878691+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:15:42.436325+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:16:23.510095+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:17:06.200957+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:17:42.296219+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:18:29.806195+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:19:06.413979+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:19:41.390868+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:20:38.622733+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:21:16.480746+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:21:52.993611+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:22:35.361956+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:23:13.713416+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:23:49.589619+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:24:38.943907+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:25:16.740692+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:25:52.518874+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:26:27.962139+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:27:03.681317+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:27:39.096222+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:28:14.581462+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:28:50.204401+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:29:26.291834+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:30:02.252542+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:30:38.737869+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:31:15.252237+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:31:50.905804+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:32:26.554969+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:33:30.653547+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:34:07.973694+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:34:43.247210+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:35:32.886909+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:36:09.002480+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:36:45.625575+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:37:31.101112+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:38:07.324443+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:38:43.125234+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:39:28.604959+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:40:08.320719+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:40:45.015096+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:41:25.559869+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:42:03.219082+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:42:40.146143+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:43:34.677112+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:44:13.076834+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:44:48.971131+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:45:25.218690+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:46:01.611090+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:46:38.169499+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:47:14.524683+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:47:56.872937+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:48:32.726613+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:49:09.447638+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:49:50.075912+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:50:26.749209+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:51:03.582426+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:51:48.134481+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:52:31.146590+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:53:16.355229+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:53:54.121772+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:54:31.907853+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:55:10.883037+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:55:53.302758+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:56:35.807646+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:57:43.429884+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:58:27.815765+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:59:15.922011+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T09:59:56.427852+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:01:16.214481+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:02:54.567267+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:03:42.922552+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:04:18.602045+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:04:55.136523+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:05:31.025639+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:06:07.228869+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:06:43.230313+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:07:19.498873+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:07:56.750654+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:08:32.933754+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:09:08.637146+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:09:44.582692+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:10:21.033757+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:10:57.532986+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:12:05.660358+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:12:43.781519+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:13:35.167927+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:14:15.240889+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:14:53.704946+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:15:40.844717+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:16:26.793239+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:17:18.346735+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:18:28.541462+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:19:12.040991+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:20:04.295328+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:20:46.217834+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:21:22.238905+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:22:01.927450+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:22:55.680782+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:23:32.202970+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:24:08.840343+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:24:49.390700+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:25:24.971686+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:26:02.816611+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:26:38.396597+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:27:14.873435+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:27:50.794636+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:28:25.959191+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:29:01.751970+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:29:38.255342+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:30:34.929609+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:31:21.128871+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:31:56.889944+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:32:39.323468+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:33:25.347944+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:34:00.897918+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:34:40.756809+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:35:21.135540+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:35:57.914333+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:36:38.320951+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:37:28.650006+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:38:29.530803+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:39:17.339125+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:39:54.793034+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:40:33.203771+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:41:16.393406+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:41:53.552828+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:42:29.559754+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:43:09.834576+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:43:46.160227+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:44:22.579217+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:44:57.722541+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:45:36.309534+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:46:11.301482+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:46:48.108498+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:47:23.935744+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:47:59.832435+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:48:38.407303+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:49:32.640157+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:50:20.743935+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:50:57.866514+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:52:04.069172+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:52:43.618382+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:53:23.908337+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:54:04.294307+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:54:44.997173+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:55:48.338388+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:56:27.892207+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:57:09.384701+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:57:56.354849+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:58:33.285384+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T10:59:42.622196+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:00:21.938676+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:00:59.187598+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:02:06.271997+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:03:04.466033+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:03:45.697685+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:04:23.597053+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:04:59.393802+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:05:36.303205+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:06:12.372012+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:06:53.206381+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:07:30.981050+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:08:26.153826+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:09:27.629873+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:10:20.140971+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:10:56.589920+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:11:55.406765+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:13:42.114919+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:14:44.501978+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:15:20.789677+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:16:26.123644+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:17:03.025502+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:18:01.167079+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:18:47.488258+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:19:24.873551+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:20:01.396269+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:20:43.278763+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:21:20.521742+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:22:04.810207+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:22:48.293686+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:23:25.452873+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:24:01.816977+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:24:40.692940+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:25:17.614240+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:25:53.326888+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:26:32.217798+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:27:27.822237+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:28:19.617105+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:29:19.475899+00:00 | Song 2 | Blur | source:amperwave-api
2026-04-18T11:29:58.349672+00:00 | Song 2 | Blur | source:amperwave-api
