2026-04-14T00:04:56.087077+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T09:27:41.191141+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-14T09:28:16.536993+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T09:28:52.433955+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T09:29:51.177199+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T09:30:26.756160+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T09:31:31.024324+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T09:32:06.462298+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T09:33:05.525990+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T09:33:40.694594+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-14T09:34:39.219407+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T09:35:16.206690+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T09:35:51.692695+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T09:36:26.754190+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T09:37:01.549129+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T09:37:36.287175+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-14T09:38:11.671570+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-14T09:38:46.955546+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-14T09:39:22.167463+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-14T09:39:57.392352+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-14T09:40:32.500060+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-14T09:41:07.303332+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-14T09:41:42.923410+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-14T09:42:30.541561+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-14T09:43:06.486100+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-14T09:43:42.293382+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-14T09:44:17.526024+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-14T09:44:52.184909+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-14T09:45:55.336462+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-14T09:46:30.472330+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-14T09:47:05.421174+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-14T09:47:41.955330+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-14T09:48:17.454746+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-14T09:49:14.584114+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-14T09:49:52.680835+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-14T09:50:53.327722+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-14T09:51:28.433160+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T09:52:03.258288+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T09:52:38.720420+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T09:53:13.937848+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T09:53:49.046482+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T09:54:23.942736+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-14T09:54:58.215185+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-14T09:55:35.379631+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-14T09:56:10.119996+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-14T09:56:45.310818+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-14T09:57:19.681573+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-14T09:57:54.880915+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-14T09:58:32.152949+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-14T09:59:07.145151+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-14T09:59:41.594896+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-14T10:00:18.279459+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-14T10:00:53.946922+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-14T10:01:29.685449+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-14T10:02:06.976891+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-14T10:02:42.573291+00:00 | Dance The Night | Dua Lipa | source:amperwave-api
2026-04-14T10:03:41.084406+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T10:04:15.838899+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T10:05:13.088088+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T10:05:48.149710+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T10:06:45.729078+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-14T10:07:21.318909+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-14T10:07:55.775787+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-14T10:08:30.866278+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-14T10:09:05.892214+00:00 | Good 4 U | Olivia Rodrigo | source:amperwave-api
2026-04-14T10:09:41.011725+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T10:10:16.424518+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T10:10:51.526473+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T10:11:26.868547+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T10:12:03.867814+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T10:12:40.227699+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T10:13:16.006649+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T10:13:51.226877+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T10:14:31.002884+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T10:15:05.838962+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T10:16:02.221788+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T10:16:37.674586+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T10:17:37.910941+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T10:18:13.167572+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T10:19:13.053560+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T10:19:47.637774+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T10:20:47.489586+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T10:21:22.906865+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T10:22:21.233867+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T10:22:56.908224+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T10:23:32.815460+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T10:24:08.177339+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T10:24:43.566744+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T10:25:18.931402+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T10:25:55.191769+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T10:26:32.967958+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T10:27:08.426630+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T10:27:43.729885+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T10:28:18.390138+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T10:28:53.960604+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T10:29:29.716176+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T10:30:10.444730+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T10:31:02.145562+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T10:31:39.336238+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T10:32:37.636896+00:00 | Mutt | Leon Thomas (Feat. Chris Brown) | source:amperwave-api
2026-04-14T10:33:12.675489+00:00 | Mutt | Leon Thomas (Feat. Chris Brown) | source:amperwave-api
2026-04-14T10:34:03.785802+00:00 | Mutt | Leon Thomas (Feat. Chris Brown) | source:amperwave-api
2026-04-14T10:34:38.713710+00:00 | Mutt | Leon Thomas (Feat. Chris Brown) | source:amperwave-api
2026-04-14T10:35:32.196531+00:00 | Mutt | Leon Thomas (Feat. Chris Brown) | source:amperwave-api
2026-04-14T10:36:07.910077+00:00 | Mutt | Leon Thomas (Feat. Chris Brown) | source:amperwave-api
2026-04-14T10:37:02.413352+00:00 | Mutt | Leon Thomas (Feat. Chris Brown) | source:amperwave-api
2026-04-14T10:37:38.421642+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T10:38:13.758035+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T10:38:49.099312+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T10:39:25.852115+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T10:40:00.486657+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T10:40:35.370828+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T10:41:11.371245+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T10:41:46.633501+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T10:42:22.131999+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T10:42:57.093451+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T10:43:32.460805+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T10:44:29.175147+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T10:45:04.506917+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T10:46:03.528768+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T10:46:38.642058+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T10:47:38.638802+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T10:48:14.194378+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T10:49:08.848636+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T10:49:44.567171+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T10:50:44.799550+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T10:51:20.078010+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T10:52:16.039297+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T10:52:50.977778+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T10:53:26.133641+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T10:54:00.977397+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T10:54:36.207705+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T10:55:11.173408+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T10:55:46.213944+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T10:56:24.412680+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T10:57:01.329909+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T10:57:37.135390+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T10:58:12.757769+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T10:58:48.256614+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T10:59:29.629596+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T11:00:05.498538+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T11:01:04.718888+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T11:01:43.818572+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T11:02:36.268155+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T11:03:11.812209+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T11:04:09.317197+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T11:04:43.743107+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T11:05:37.346832+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T11:06:12.744304+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T11:07:02.166620+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T11:07:37.347137+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T11:08:12.602723+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T11:08:47.568258+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T11:09:23.759116+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T11:09:58.574629+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T11:10:33.915708+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-14T11:11:09.301244+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-14T11:11:44.531237+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-14T11:12:20.240858+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-14T11:12:55.812055+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-14T11:13:31.376578+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-14T11:14:30.374401+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-14T11:15:05.544810+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-14T11:16:04.426448+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-14T11:16:41.709229+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-14T11:17:37.807528+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T11:18:13.540694+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T11:19:11.992504+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T11:19:47.626142+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T11:20:46.222462+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:21:21.840658+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:22:13.436561+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:22:49.138583+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:23:24.935784+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:24:00.461073+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:24:36.069833+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:25:11.402613+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:25:47.200408+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:26:23.309957+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:26:58.605482+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:27:33.772973+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:28:09.016579+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:28:44.291320+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:29:30.967952+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:30:06.028475+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:31:04.276047+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:31:40.617485+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:32:39.886372+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:33:16.860047+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T11:34:06.486339+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:34:41.822864+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:35:41.016997+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:36:18.559188+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T11:37:16.840196+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T11:37:55.194024+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T11:38:30.341719+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T11:39:05.830037+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T11:39:41.652681+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T11:40:17.474760+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T11:40:52.566323+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T11:41:27.627189+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T11:42:02.311244+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T11:42:37.081684+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T11:43:13.147293+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T11:43:48.659803+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T11:44:29.919325+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T11:45:04.520957+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T11:46:02.740124+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T11:46:38.848291+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T11:47:37.341751+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T11:48:13.327265+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T11:48:48.208674+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T11:49:24.325968+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T11:49:59.838060+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T11:50:50.504888+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T11:51:25.905785+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T11:52:19.586830+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-14T11:52:54.288330+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-14T11:53:29.150500+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-14T11:54:03.944278+00:00 | Stargazing | Myles Smith | source:amperwave-api
