2026-04-17T00:00:04.195055+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-17T21:11:45.112096+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-17T21:12:21.906945+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T21:12:59.327617+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T21:14:05.665597+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T21:14:43.674568+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T21:15:20.903118+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T21:15:57.634121+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T21:16:47.602826+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T21:17:23.837055+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T21:17:59.659194+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T21:18:36.135711+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T21:19:33.622339+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T21:20:11.124043+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T21:20:47.272875+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T21:21:22.962493+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T21:21:59.248221+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T21:22:34.901656+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T21:23:11.054485+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T21:23:52.513928+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T21:24:28.806077+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T21:25:03.930340+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T21:25:40.844176+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T21:26:16.292956+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T21:26:54.330102+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T21:27:30.534115+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T21:28:07.742166+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T21:28:43.500006+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T21:29:48.727062+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T21:30:24.587549+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T21:31:01.791811+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T21:32:15.982463+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T21:32:51.924596+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T21:33:28.069277+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T21:34:03.709082+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T21:34:59.251522+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T21:35:35.042793+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T21:36:11.716742+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T21:37:19.594858+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-17T21:37:55.297667+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-17T21:38:31.029152+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-17T21:39:06.525163+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-17T21:40:00.357039+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-17T21:40:35.994753+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T21:41:12.402364+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T21:41:48.683960+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T21:42:36.437890+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T21:43:13.775630+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T21:43:50.401205+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T21:44:26.407860+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T21:45:03.594788+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T21:45:39.398877+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T21:46:15.157725+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:46:50.742700+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:47:28.573639+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:48:04.571121+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:48:40.480481+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:49:15.855596+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:49:53.027601+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:50:31.013299+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:51:08.338682+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:51:44.225111+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:52:51.666018+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:53:28.038467+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:54:04.210810+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:55:17.284699+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:55:54.415985+00:00 | Run This Town | Jay-Z | source:amperwave-api
2026-04-17T21:56:30.779072+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T21:57:07.333777+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T21:57:53.383324+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T21:58:30.073519+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T21:59:06.286720+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T21:59:42.008802+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T22:00:36.031978+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T22:01:12.833066+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T22:01:48.449842+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T22:02:54.012585+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T22:03:29.876054+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T22:04:06.157769+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T22:05:18.146790+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T22:05:55.699808+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T22:06:32.094498+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T22:07:08.771309+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T22:07:44.463083+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T22:08:19.784444+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T22:08:55.139856+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T22:09:30.716117+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T22:10:07.842196+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T22:10:45.656994+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T22:11:21.281411+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T22:11:56.906210+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T22:12:32.089967+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T22:13:07.951282+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T22:13:43.774238+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T22:14:42.022295+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-17T22:15:19.018397+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-17T22:15:55.614387+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-17T22:16:31.800887+00:00 | Blink | Corbyn Benson Ft. Tzuyu | source:amperwave-api
2026-04-17T22:17:27.977933+00:00 | Style | Taylor Swift | source:amperwave-api
2026-04-17T22:18:05.070208+00:00 | Style | Taylor Swift | source:amperwave-api
2026-04-17T22:18:41.665509+00:00 | Style | Taylor Swift | source:amperwave-api
2026-04-17T22:19:54.524034+00:00 | Style | Taylor Swift | source:amperwave-api
2026-04-17T22:20:30.561803+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T22:21:06.308124+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T22:22:20.306228+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T22:22:56.147717+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T22:23:31.705434+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T22:24:32.406440+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T22:25:08.700537+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T22:25:44.704775+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T22:26:51.318273+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T22:27:26.985543+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T22:28:04.790867+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T22:28:41.340550+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T22:29:17.133654+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-17T22:29:52.931857+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-17T22:30:29.232114+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-17T22:31:05.875784+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-17T22:31:42.341055+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-17T22:32:18.212027+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T22:32:54.066192+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T22:33:29.790459+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T22:34:05.892627+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T22:34:41.402957+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T22:35:17.586407+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T22:35:54.112685+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T22:36:44.028681+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T22:37:21.257119+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T22:37:57.733349+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T22:38:34.345121+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T22:39:31.446480+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T22:40:09.055701+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T22:40:45.933813+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T22:41:39.034887+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T22:42:15.558534+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T22:42:52.724057+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T22:43:29.128151+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T22:44:13.255917+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T22:44:49.564024+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T22:45:25.688191+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T22:46:01.525182+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T22:46:57.842520+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T22:47:34.155648+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T22:48:12.128151+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T22:49:19.271620+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T22:49:55.207353+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T22:50:31.759199+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T22:51:08.684436+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T22:51:44.477553+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T22:52:20.700740+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T22:52:56.136249+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T22:53:31.882626+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T22:54:08.807124+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T22:54:44.607305+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T22:55:20.484389+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T22:55:57.119882+00:00 | Feel This Moment | Pitbull / Christina Aguilera | source:amperwave-api
2026-04-17T22:56:33.003088+00:00 | Feel This Moment | Pitbull / Christina Aguilera | source:amperwave-api
2026-04-17T22:57:09.813648+00:00 | Feel This Moment | Pitbull / Christina Aguilera | source:amperwave-api
2026-04-17T22:57:45.599586+00:00 | Feel This Moment | Pitbull / Christina Aguilera | source:amperwave-api
2026-04-17T22:58:40.511367+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T22:59:16.585037+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T22:59:51.892487+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T23:00:28.570066+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T23:01:14.225980+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T23:01:50.982301+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T23:02:27.738099+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T23:03:37.478150+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T23:04:13.362290+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T23:04:49.138672+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T23:05:24.811057+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T23:06:08.142360+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T23:06:43.912297+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T23:07:19.376900+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T23:08:22.218233+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T23:08:57.573496+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T23:09:33.416133+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-17T23:10:30.179876+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T23:11:06.112193+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T23:11:41.650643+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T23:12:17.993060+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T23:12:54.436399+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T23:13:30.548609+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T23:14:06.239496+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T23:14:42.261892+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T23:15:18.174438+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T23:15:54.678356+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T23:16:31.434443+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T23:17:07.805564+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T23:17:45.040102+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T23:18:21.478703+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T23:18:56.186251+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T23:19:43.258963+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-17T23:20:19.029204+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-17T23:20:56.204742+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-17T23:22:06.519935+00:00 | Slow Hands | Niall Horan | source:amperwave-api
2026-04-17T23:22:43.216244+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T23:23:19.083759+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T23:23:55.662167+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T23:24:37.424350+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T23:25:13.238866+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T23:25:49.443246+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T23:26:25.111124+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T23:27:20.555886+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T23:27:57.003574+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T23:28:32.939093+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T23:29:32.209755+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T23:30:09.206043+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T23:30:45.559585+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T23:31:54.284152+00:00 | Forever Young | David Guetta X Ava Max | source:amperwave-api
2026-04-17T23:32:30.662785+00:00 | Forever Young | David Guetta X Ava Max | source:amperwave-api
2026-04-17T23:33:06.513220+00:00 | Forever Young | David Guetta X Ava Max | source:amperwave-api
2026-04-17T23:33:41.844596+00:00 | Forever Young | David Guetta X Ava Max | source:amperwave-api
2026-04-17T23:34:17.865995+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T23:34:56.355490+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T23:35:31.861607+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T23:36:07.155651+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T23:36:44.160863+00:00 | Rockstar | Post Malone | source:amperwave-api
2026-04-17T23:37:19.806160+00:00 | Rockstar | Post Malone | source:amperwave-api
2026-04-17T23:37:55.994611+00:00 | Rockstar | Post Malone | source:amperwave-api
2026-04-17T23:38:32.003184+00:00 | Rockstar | Post Malone | source:amperwave-api
2026-04-17T23:39:08.640889+00:00 | Rockstar | Post Malone | source:amperwave-api
2026-04-17T23:39:43.952335+00:00 | Rockstar | Post Malone | source:amperwave-api
2026-04-17T23:40:19.551899+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T23:40:54.977344+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T23:41:49.193522+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T23:42:25.053781+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T23:43:02.089047+00:00 | Go | Blackpink | source:amperwave-api
2026-04-17T23:44:06.587856+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T23:44:41.763671+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T23:45:17.436892+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T23:46:28.503160+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T23:47:05.005412+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T23:47:41.268388+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T23:48:46.549830+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T23:49:22.849355+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T23:49:58.533292+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T23:51:05.751982+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T23:51:41.580770+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T23:52:18.326839+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T23:53:26.134100+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T23:54:01.310693+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T23:54:38.163914+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T23:55:15.216294+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T23:55:51.357766+00:00 | Just Cant Get Enough | Black Eyed Peas | source:amperwave-api
2026-04-17T23:56:27.799198+00:00 | Just Cant Get Enough | Black Eyed Peas | source:amperwave-api
2026-04-17T23:57:04.052954+00:00 | Just Cant Get Enough | Black Eyed Peas | source:amperwave-api
2026-04-17T23:57:39.673823+00:00 | Just Cant Get Enough | Black Eyed Peas | source:amperwave-api
2026-04-17T23:58:16.789768+00:00 | Just Cant Get Enough | Black Eyed Peas | source:amperwave-api
2026-04-17T23:58:52.041631+00:00 | Just Cant Get Enough | Black Eyed Peas | source:amperwave-api
2026-04-17T23:59:27.895181+00:00 | Too Sweet | Hozier | source:amperwave-api
