2026-04-18T00:00:03.037484+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T08:50:04.219738+00:00 | Say So | Dan Shay | source:amperwave-api
2026-04-18T08:50:40.198782+00:00 | Say So | Dan Shay | source:amperwave-api
2026-04-18T08:51:16.015594+00:00 | Say So | Dan Shay | source:amperwave-api
2026-04-18T08:51:52.100990+00:00 | Say So | Dan Shay | source:amperwave-api
2026-04-18T08:52:27.190828+00:00 | Say So | Dan Shay | source:amperwave-api
2026-04-18T08:53:02.302096+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T08:53:37.270875+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T08:54:12.800436+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T08:54:49.378097+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T08:55:33.821596+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T08:56:08.767747+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T08:56:44.899589+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T08:57:29.580147+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T08:58:05.021469+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T08:58:41.154498+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T08:59:41.569984+00:00 | This Heart | Corey Kent | source:amperwave-api
2026-04-18T09:00:16.424021+00:00 | This Heart | Corey Kent | source:amperwave-api
2026-04-18T09:00:52.069956+00:00 | This Heart | Corey Kent | source:amperwave-api
2026-04-18T09:01:47.688718+00:00 | This Heart | Corey Kent | source:amperwave-api
2026-04-18T09:02:24.135980+00:00 | This Heart | Corey Kent | source:amperwave-api
2026-04-18T09:02:59.580467+00:00 | Happen To Me | Russell Dickerson | source:amperwave-api
2026-04-18T09:03:46.772568+00:00 | Happen To Me | Russell Dickerson | source:amperwave-api
2026-04-18T09:04:24.690409+00:00 | Happen To Me | Russell Dickerson | source:amperwave-api
2026-04-18T09:04:59.788634+00:00 | Happen To Me | Russell Dickerson | source:amperwave-api
2026-04-18T09:05:46.501424+00:00 | Stay | Florida-Georgia Line | source:amperwave-api
2026-04-18T09:06:21.883984+00:00 | Stay | Florida-Georgia Line | source:amperwave-api
2026-04-18T09:06:57.325266+00:00 | Stay | Florida-Georgia Line | source:amperwave-api
2026-04-18T09:07:34.003218+00:00 | Stay | Florida-Georgia Line | source:amperwave-api
2026-04-18T09:08:09.153788+00:00 | Stay | Florida-Georgia Line | source:amperwave-api
2026-04-18T09:08:45.537711+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T09:09:20.985512+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T09:09:56.491125+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T09:10:31.653680+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T09:11:06.732713+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T09:11:43.129276+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T09:12:18.864972+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T09:12:54.970916+00:00 | Mud On The Tires | Brad Paisley | source:amperwave-api
2026-04-18T09:13:31.354418+00:00 | Mud On The Tires | Brad Paisley | source:amperwave-api
2026-04-18T09:14:33.591458+00:00 | Mud On The Tires | Brad Paisley | source:amperwave-api
2026-04-18T09:15:09.522241+00:00 | Mud On The Tires | Brad Paisley | source:amperwave-api
2026-04-18T09:15:45.031993+00:00 | High Road (Fea. Jessie Murph) | Koe Wetzel | source:amperwave-api
2026-04-18T09:16:32.732250+00:00 | High Road (Fea. Jessie Murph) | Koe Wetzel | source:amperwave-api
2026-04-18T09:17:09.441585+00:00 | High Road (Fea. Jessie Murph) | Koe Wetzel | source:amperwave-api
2026-04-18T09:17:45.043427+00:00 | High Road (Fea. Jessie Murph) | Koe Wetzel | source:amperwave-api
2026-04-18T09:18:34.047780+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:19:08.763709+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:19:44.207885+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:20:43.541952+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:21:19.766744+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:21:55.805327+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:22:40.422955+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:23:16.935525+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:23:52.420715+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:24:43.802337+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:25:19.301315+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:25:55.354680+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:26:30.786653+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:27:06.333113+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:27:41.941536+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:28:16.993873+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T09:28:52.887310+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-18T09:29:29.300034+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-18T09:30:05.658589+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-18T09:30:41.967584+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-18T09:31:17.942883+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-18T09:31:53.769521+00:00 | Burnin It Down | Jason Aldean | source:amperwave-api
2026-04-18T09:32:36.545032+00:00 | Burnin It Down | Jason Aldean | source:amperwave-api
2026-04-18T09:33:34.170407+00:00 | Burnin It Down | Jason Aldean | source:amperwave-api
2026-04-18T09:34:10.509038+00:00 | Burnin It Down | Jason Aldean | source:amperwave-api
2026-04-18T09:34:47.001950+00:00 | Burnin It Down | Jason Aldean | source:amperwave-api
2026-04-18T09:35:36.133080+00:00 | Woman | Kane Brown | source:amperwave-api
2026-04-18T09:36:12.012941+00:00 | Woman | Kane Brown | source:amperwave-api
2026-04-18T09:36:48.360911+00:00 | Woman | Kane Brown | source:amperwave-api
2026-04-18T09:37:34.106265+00:00 | Woman | Kane Brown | source:amperwave-api
2026-04-18T09:38:09.876939+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:38:46.383323+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:39:35.164519+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:40:12.223699+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:40:47.856843+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:41:30.434313+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:42:06.923115+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:42:42.822323+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:43:40.610192+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:44:15.687666+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:44:51.919555+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:45:28.205970+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:46:05.547111+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:46:41.407385+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:47:23.777370+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:47:59.568150+00:00 | You Should Probably Leave | Chris Stapleton | source:amperwave-api
2026-04-18T09:48:35.565028+00:00 | Pour Me A Drink (Fea. Blake Shelton) | Post Malone | source:amperwave-api
2026-04-18T09:49:15.692264+00:00 | Pour Me A Drink (Fea. Blake Shelton) | Post Malone | source:amperwave-api
2026-04-18T09:49:52.850099+00:00 | Pour Me A Drink (Fea. Blake Shelton) | Post Malone | source:amperwave-api
2026-04-18T09:50:30.567315+00:00 | Pour Me A Drink (Fea. Blake Shelton) | Post Malone | source:amperwave-api
2026-04-18T09:51:12.899244+00:00 | Pour Me A Drink (Fea. Blake Shelton) | Post Malone | source:amperwave-api
2026-04-18T09:51:51.052815+00:00 | Me And A Beer | Chris Janson | source:amperwave-api
2026-04-18T09:52:42.942007+00:00 | Me And A Beer | Chris Janson | source:amperwave-api
2026-04-18T09:53:21.206931+00:00 | Me And A Beer | Chris Janson | source:amperwave-api
2026-04-18T09:53:57.064144+00:00 | Me And A Beer | Chris Janson | source:amperwave-api
2026-04-18T09:54:37.838010+00:00 | Before He Cheats | Carrie Underwood | source:amperwave-api
2026-04-18T09:55:20.528205+00:00 | Before He Cheats | Carrie Underwood | source:amperwave-api
2026-04-18T09:55:56.313382+00:00 | Before He Cheats | Carrie Underwood | source:amperwave-api
2026-04-18T09:57:02.487195+00:00 | Before He Cheats | Carrie Underwood | source:amperwave-api
2026-04-18T09:57:54.423449+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T09:58:42.115047+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T09:59:18.464956+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:00:31.599454+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:03:08.240883+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:03:45.768299+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:04:21.797699+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:04:57.683796+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:05:33.897743+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:06:09.898635+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:06:46.024012+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:07:23.157464+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:08:00.082431+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:08:35.776097+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:09:11.424766+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:09:47.606309+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:10:24.545913+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:11:00.846278+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:12:09.423422+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:12:47.270121+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:13:41.868430+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:14:20.592694+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:14:56.774780+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:15:53.304434+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:16:39.454922+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:17:52.096494+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:18:39.341924+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:19:19.439770+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:20:07.099708+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:20:49.270445+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:21:26.026705+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:22:22.709898+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:22:58.680336+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:23:34.928592+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:24:13.600770+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:24:52.269833+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:25:29.595151+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:26:05.365390+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:26:41.397586+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:27:17.817840+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:27:53.293718+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:28:28.947310+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:29:04.415309+00:00 | Kid Myself | John Morgan | source:amperwave-api
2026-04-18T10:29:41.164990+00:00 | Heartache On The Dance Floor | Jon Pardi | source:amperwave-api
2026-04-18T10:30:45.342774+00:00 | Heartache On The Dance Floor | Jon Pardi | source:amperwave-api
2026-04-18T10:31:23.654213+00:00 | Heartache On The Dance Floor | Jon Pardi | source:amperwave-api
2026-04-18T10:32:00.179380+00:00 | Heartache On The Dance Floor | Jon Pardi | source:amperwave-api
2026-04-18T10:32:52.074529+00:00 | Just In Case | Morgan Wallen | source:amperwave-api
2026-04-18T10:33:28.032414+00:00 | Just In Case | Morgan Wallen | source:amperwave-api
2026-04-18T10:34:03.734449+00:00 | Just In Case | Morgan Wallen | source:amperwave-api
2026-04-18T10:34:47.802499+00:00 | Just In Case | Morgan Wallen | source:amperwave-api
2026-04-18T10:35:24.031606+00:00 | The Fall | Cody Johnson | source:amperwave-api
2026-04-18T10:36:00.949736+00:00 | The Fall | Cody Johnson | source:amperwave-api
2026-04-18T10:36:54.934302+00:00 | The Fall | Cody Johnson | source:amperwave-api
2026-04-18T10:37:34.578715+00:00 | The Fall | Cody Johnson | source:amperwave-api
2026-04-18T10:38:42.540292+00:00 | Whiskey Drink | Jason Aldean | source:amperwave-api
2026-04-18T10:39:20.637263+00:00 | Whiskey Drink | Jason Aldean | source:amperwave-api
2026-04-18T10:39:57.450830+00:00 | Whiskey Drink | Jason Aldean | source:amperwave-api
2026-04-18T10:40:37.525645+00:00 | Whiskey Drink | Jason Aldean | source:amperwave-api
2026-04-18T10:41:19.856541+00:00 | I Go Back | Kenny Chesney | source:amperwave-api
2026-04-18T10:41:56.807584+00:00 | I Go Back | Kenny Chesney | source:amperwave-api
2026-04-18T10:42:36.163120+00:00 | I Go Back | Kenny Chesney | source:amperwave-api
2026-04-18T10:43:13.383840+00:00 | I Go Back | Kenny Chesney | source:amperwave-api
2026-04-18T10:43:49.098689+00:00 | I Go Back | Kenny Chesney | source:amperwave-api
2026-04-18T10:44:25.363895+00:00 | I Go Back | Kenny Chesney | source:amperwave-api
2026-04-18T10:45:00.893397+00:00 | I Go Back | Kenny Chesney | source:amperwave-api
2026-04-18T10:45:38.753100+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:46:14.947300+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:46:50.650680+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:47:26.676092+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:48:05.595742+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:48:41.207749+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:49:47.855385+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:50:24.706084+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:51:30.279428+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:52:10.831378+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:52:49.552919+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:53:30.849375+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:54:11.623946+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:54:49.231196+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T10:55:54.441048+00:00 | Hotel Key | Old Dominion | source:amperwave-api
2026-04-18T10:56:31.019874+00:00 | Hotel Key | Old Dominion | source:amperwave-api
2026-04-18T10:57:23.264426+00:00 | Hotel Key | Old Dominion | source:amperwave-api
2026-04-18T10:57:59.897789+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-18T10:59:47.973291+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-18T11:00:24.589981+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-18T11:01:08.544758+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-18T11:02:29.863754+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-18T11:03:11.613728+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-18T11:03:50.581102+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-18T11:04:26.405450+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-18T11:05:02.820715+00:00 | White Horse | Chris Stapleton | source:amperwave-api
2026-04-18T11:05:39.012163+00:00 | White Horse | Chris Stapleton | source:amperwave-api
2026-04-18T11:06:20.212615+00:00 | White Horse | Chris Stapleton | source:amperwave-api
2026-04-18T11:06:56.035253+00:00 | White Horse | Chris Stapleton | source:amperwave-api
2026-04-18T11:07:52.548388+00:00 | White Horse | Chris Stapleton | source:amperwave-api
2026-04-18T11:08:29.528626+00:00 | White Horse | Chris Stapleton | source:amperwave-api
2026-04-18T11:09:42.783440+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-18T11:10:23.543493+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
