2026-04-18T00:00:00.901464+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T09:23:14.484941+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T09:23:50.422005+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T09:24:41.376200+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T09:25:17.459166+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-18T09:25:53.174402+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-18T09:26:28.713076+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-18T09:27:04.410451+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-18T09:27:39.975396+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-18T09:28:15.237963+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-18T09:28:51.063058+00:00 | Roommates | Hillary Duff | source:amperwave-api
2026-04-18T09:29:27.069913+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T09:30:03.034346+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T09:30:39.734639+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T09:31:16.021180+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T09:31:51.653698+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T09:32:27.827680+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-18T09:33:31.873641+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-18T09:34:08.731852+00:00 | Pretty Faces | Paper Money | source:amperwave-api
2026-04-18T09:34:44.120440+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T09:35:34.111542+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T09:36:10.155135+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T09:36:46.481349+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T09:37:32.128809+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T09:38:08.147148+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T09:38:43.981480+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T09:39:32.171700+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T09:40:10.191025+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T09:40:45.663604+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T09:41:27.278370+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T09:42:04.194899+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T09:42:40.920556+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T09:43:37.594118+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T09:44:13.795333+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T09:44:49.730365+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T09:45:25.902829+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T09:46:02.512004+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T09:46:39.100243+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T09:47:20.500308+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T09:47:57.670534+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T09:48:33.569945+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T09:49:10.187098+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T09:49:50.795483+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T09:50:28.278909+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T09:51:04.707162+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T09:51:49.218817+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T09:52:33.267897+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T09:53:18.586747+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T09:53:54.790262+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T09:54:33.419969+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T09:55:17.789952+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T09:55:54.038259+00:00 | The Hills | The Weeknd | source:amperwave-api
2026-04-18T09:56:52.526677+00:00 | The Hills | The Weeknd | source:amperwave-api
2026-04-18T09:57:44.102303+00:00 | The Hills | The Weeknd | source:amperwave-api
2026-04-18T09:58:33.903257+00:00 | The Hills | The Weeknd | source:amperwave-api
2026-04-18T09:59:16.728147+00:00 | The Hills | The Weeknd | source:amperwave-api
2026-04-18T10:00:19.735390+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T10:01:26.917676+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T10:02:55.405616+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-18T10:03:43.591412+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-18T10:04:19.550341+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-18T10:04:55.876570+00:00 | Runway | Lady Gaga Ft Doechii | source:amperwave-api
2026-04-18T10:05:31.943900+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T10:06:08.238945+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T10:06:44.041450+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T10:07:20.463925+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T10:07:57.585980+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T10:08:33.700332+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T10:09:09.446114+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T10:09:45.472095+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T10:10:22.414695+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T10:10:58.470896+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T10:12:07.356555+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T10:12:44.956744+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T10:13:38.817708+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T10:14:18.407337+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T10:14:54.740539+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T10:15:46.035520+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T10:16:27.888114+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T10:17:20.290262+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T10:18:29.362630+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T10:19:12.685090+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T10:20:04.957940+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T10:20:46.999142+00:00 | Swim | Bts | source:amperwave-api
2026-04-18T10:21:24.079382+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T10:22:09.652686+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T10:22:56.404671+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T10:23:32.933284+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T10:24:09.573639+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T10:24:50.110452+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T10:25:25.852010+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T10:26:03.486427+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T10:26:39.132962+00:00 | Go | Blackpink | source:amperwave-api
2026-04-18T10:27:15.553593+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T10:27:51.528543+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T10:28:27.177334+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T10:29:02.425223+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T10:29:39.115676+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T10:30:40.439616+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-18T10:31:21.804685+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-18T10:31:57.563060+00:00 | Hit The Road | Matti Pruett | source:amperwave-api
2026-04-18T10:32:46.254807+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T10:33:26.134599+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T10:34:01.567677+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T10:34:44.811434+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T10:35:21.904547+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T10:35:58.901969+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T10:36:46.765514+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T10:37:29.577452+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T10:38:34.262964+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T10:39:18.184886+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T10:39:55.567336+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T10:40:34.288059+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T10:41:17.098849+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T10:41:54.289038+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T10:42:30.689589+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T10:43:10.572513+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T10:43:46.926757+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T10:44:23.406821+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T10:44:58.604305+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T10:45:36.962348+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T10:46:11.966669+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T10:46:48.835318+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T10:47:24.842378+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T10:48:00.550821+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T10:48:39.193302+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T10:49:44.225278+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T10:50:21.935222+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T10:52:04.850595+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-18T10:52:46.166369+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-18T10:53:26.080439+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-18T10:54:05.226238+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-18T10:54:46.414695+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-18T10:55:49.405684+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-18T10:56:28.719122+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-18T10:57:12.907669+00:00 | Low | Flo-Rida | source:amperwave-api
2026-04-18T10:57:57.161106+00:00 | Low | Flo-Rida | source:amperwave-api
2026-04-18T10:58:34.054244+00:00 | Low | Flo-Rida | source:amperwave-api
2026-04-18T10:59:43.826908+00:00 | Low | Flo-Rida | source:amperwave-api
2026-04-18T11:00:22.554177+00:00 | Low | Flo-Rida | source:amperwave-api
2026-04-18T11:01:02.458819+00:00 | Low | Flo-Rida | source:amperwave-api
2026-04-18T11:02:19.582169+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T11:03:05.232468+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T11:03:46.666840+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T11:04:24.453901+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-18T11:05:00.269917+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-18T11:05:36.937846+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-18T11:06:13.588278+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-18T11:06:53.986613+00:00 | Tokyo Drift | One Or Eight | source:amperwave-api
2026-04-18T11:07:38.649917+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T11:08:27.665722+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T11:09:34.198885+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T11:10:20.937058+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T11:10:59.150503+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T11:12:09.107679+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T11:13:52.598102+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T11:14:45.219565+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-18T11:15:21.508975+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-18T11:16:27.219976+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-18T11:17:03.690453+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-18T11:18:07.283224+00:00 | Where Have You Been | Rihanna | source:amperwave-api
2026-04-18T11:18:48.531475+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T11:19:25.761050+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T11:20:02.215693+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T11:20:44.276421+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T11:21:22.109882+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T11:22:09.045312+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T11:22:49.131187+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T11:23:26.242152+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T11:24:02.566784+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T11:24:41.453570+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T11:25:18.572978+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T11:25:54.810818+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T11:26:45.029449+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T11:27:29.005523+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T11:28:23.643680+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T11:29:20.395716+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T11:29:59.080963+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T11:31:03.842611+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T11:31:40.517280+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T11:32:32.195349+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T11:33:36.554274+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-18T11:34:26.437262+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T11:35:09.519476+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T11:35:48.723077+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T11:36:46.851692+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T11:37:29.089052+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T11:38:06.007450+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T11:38:45.352752+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T11:39:23.749499+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T11:40:01.123996+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T11:40:38.125768+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-18T11:41:14.821884+00:00 | Whatever You Like | T.I. | source:amperwave-api
2026-04-18T11:41:52.094580+00:00 | Whatever You Like | T.I. | source:amperwave-api
2026-04-18T11:42:28.950200+00:00 | Whatever You Like | T.I. | source:amperwave-api
2026-04-18T11:43:06.386267+00:00 | Whatever You Like | T.I. | source:amperwave-api
2026-04-18T11:43:47.325728+00:00 | Whatever You Like | T.I. | source:amperwave-api
2026-04-18T11:44:32.294021+00:00 | Whatever You Like | T.I. | source:amperwave-api
2026-04-18T11:45:16.024007+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T11:45:54.932255+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T11:46:39.397641+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T11:47:28.741125+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T11:48:30.642458+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T11:49:08.620881+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T11:49:46.596757+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T11:50:30.207121+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T11:51:16.555993+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T11:52:24.869815+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T11:53:05.611484+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T11:53:41.386377+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T11:54:23.643265+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T11:55:03.915042+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T11:55:39.669649+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T11:56:18.218535+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T11:56:55.801378+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T11:57:31.857211+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T11:58:09.945557+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T11:58:45.795943+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T11:59:22.194313+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T11:59:58.044485+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:00:34.689479+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T12:01:13.498840+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T12:01:53.550783+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T12:02:32.910546+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T12:03:18.433621+00:00 | Wheres My Husband | Raye | source:amperwave-api
